,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse,mape,r2
0,0.1,678.0,Grid1296,RBF,1.0,-,-,-,406.31925274042976,0.5253518000652113,-14.977311962472449
1,0.1,678.0,Grid1296,Matern,1.0,1.5,-,-,66.61043850013526,0.0604687514456268,0.5706084456493565
2,0.1,678.0,Grid1296,RQ,1.0,-,1.0,-,49.96518516975085,0.0584790221728307,0.7583961140039941
3,0.1,678.0,Grid1296,ESS,1.0,-,-,1.0,676.0216746781039,0.9924118020900948,-43.22727216445106
4,0.1,678.0,Grid2401,RBF,1.0,-,-,-,507.3874095853137,0.694878943727139,-22.57449900317757
5,0.1,678.0,Grid2401,Matern,1.0,1.5,-,-,41.5141382260014,0.05056530827448,0.8421825021878558
6,0.1,678.0,Grid2401,RQ,1.0,-,1.0,-,88.13163495785095,0.0930549700369666,0.2887426731578997
7,0.1,678.0,Grid2401,ESS,1.0,-,-,1.0,671.5493655745853,0.9999999999999304,-40.29704582873258
8,0.1,678.0,Sobol1,RBF,1.0,-,-,-,23.652887067787063,0.0195683902233923,0.9366275026721887
9,0.1,678.0,Sobol1,Matern,1.0,1.5,-,-,19.960783907588574,0.0157588223169749,0.954867676602465
10,0.1,678.0,Sobol1,RQ,1.0,-,1.0,-,20.85867879473758,0.0174601544533214,0.950715983067364
11,0.1,678.0,Sobol1,ESS,1.0,-,-,1.0,672.6703558195538,0.9787701075479952,-50.25509978065831
12,0.1,678.0,Sobol2,RBF,1.0,-,-,-,27.53112960802964,0.02233771566428,0.9105772031558466
13,0.1,678.0,Sobol2,Matern,1.0,1.5,-,-,20.393457521175108,0.0163080613496079,0.9509338578913988
14,0.1,678.0,Sobol2,RQ,1.0,-,1.0,-,20.21227276914281,0.0170443564004645,0.9518018367730392
15,0.1,678.0,Sobol2,ESS,1.0,-,-,1.0,680.8241342231942,0.9939998254926264,-53.68523364804348
16,0.1,147.0,Grid1296,RBF,1.0,-,-,-,419.8259994156514,0.544056936026586,-16.05601332705884
